business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,Tuesday,Wednesday,Thursday,Friday,Saturday,hours,Monday,Sunday,RestaurantsDelivery,BusinessAcceptsCreditCards,RestaurantsPriceRange2,DogsAllowed,NoiseLevel,RestaurantsTakeOut,Caters,BikeParking,attributes,HappyHour,WheelchairAccessible,OutdoorSeating,RestaurantsGoodForGroups,Alcohol,RestaurantsReservations,GoodForKids,HasTV,RestaurantsAttire,DriveThru,WiFi,ByAppointmentOnly,BusinessAcceptsBitcoin,RestaurantsTableService,Corkage,BYOBCorkage,Smoking,CoatCheck,GoodForDancing,BYOB,AcceptsInsurance,Open24Hours,garage,street,validated,lot,valet,BusinessParking,Ambience,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual,Music,dj,background_music,no_music,jukebox,live,video,karaoke,GoodForMeal,dessert,latenight,lunch,dinner,brunch,breakfast,BestNights,monday,tuesday,friday,wednesday,thursday,sunday,saturday,DietaryRestrictions,dairy-free,gluten-free,vegan,kosher,halal,soy-free,vegetarian
W2fQxzuD-LxS8ugFQvBeSg,Hodgepodge Coffeehouse & Gallery,720 Moreland Ave SE,Atlanta,GA,30316,33.7345175,-84.349083,4.0,253,1,"Art Galleries, Bakeries, Food, Restaurants, Coffee & Tea, Shopping, Arts & Entertainment, Breakfast & Brunch",7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,1,7:0-19:0,8:0-19:0,True,True,1,False,u'average',True,False,True,1,,,True,True,u'none',False,True,False,u'casual',,u'free',False,False,,,,,,,,,,False,False,False,True,False,1,1,False,True,False,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
NHuuLXPWt9d9JXmptz3zjg,Urban Fare,1688 Salt Street,Vancouver,BC,V5Y 0E4,49.2706702,-123.1059184,3.0,46,1,"Coffee & Tea, Grocery, Bakeries, Florists, Specialty Food, Shopping, Restaurants, Burgers, Pizza, Flowers & Gifts, Breakfast & Brunch, Food",7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,1,7:0-22:0,7:0-22:0,False,,2,,,True,,True,1,True,,True,False,,False,True,True,'casual',False,u'free',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,,False,False,False,False,False,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
IyiFoGtb03Bl1b1OEfXyYQ,Marie Callender's Restaurant & Bakery,"9503 Research Blvd, Ste 400",Austin,TX,78759,30.3859584341,-97.7415318042,3.0,71,0,"Breakfast & Brunch, Bakeries, American (New), Restaurants, Food, American (Traditional)",7:0-22:0,7:0-22:0,7:0-22:0,7:0-23:0,7:0-23:0,1,7:0-22:0,9:0-22:0,False,True,2,,u'average',True,True,True,1,,,False,True,u'beer_and_wine',True,True,False,u'casual',,u'no',,,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
qFTM2-Q1AWkkdUvD7NG2iQ,Texas Bakery - KN Kitchen,"10901 N Lamar Blvd, Ste D408",Austin,TX,78753,30.378623,-97.685996,4.5,21,1,"Restaurants, Food, Custom Cakes, Vietnamese, Desserts, Bakeries",14:0-19:0,14:0-19:0,14:0-19:0,,14:0-19:0,1,0:0-0:0,14:0-19:0,False,True,,False,,True,False,True,1,False,True,False,,u'none',False,,False,,,u'no',,False,False,,,,,,,,,False,False,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
G48en6xkB27BFoeFAEqTMw,CamiCakes,"4338 Paces Ferry Rd SE, Ste 108",Atlanta,GA,30339,33.8659896,-84.4663634,3.5,184,0,"Desserts, Food, Bakeries",10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,1,10:30-20:30,12:0-18:0,True,True,2,,,True,True,False,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
1k_unwDEOVexdX5u6-SqfA,Backhaus German Bakery & Deli,1213 N Orange Ave,Orlando,FL,32804,28.5618573,-81.3733146,4.0,109,0,"Restaurants, Food, German, Bakeries, Delis",7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,8:0-18:0,1,7:0-18:0,8:0-18:0,False,True,1,False,u'quiet',True,True,True,1,,True,False,False,u'none',False,True,False,'casual',,'no',False,,False,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,1,True,False,True,False,False,True,0,,,,,,,,0,,,,,,,
cMkZvD5gjYqcnGme0ZzL_Q,La Ronga Bakery,599 Somerville Ave,Somerville,MA,02143,42.3840641093,-71.1095626434,3.5,25,0,"Bakeries, Food",7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-15:0,1,8:0-18:0,7:0-15:0,False,False,1,,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
4vGjx7FsFg0qRJ-5FBTVVQ,Merri Cakes,251 Mcleod St,Merritt Island,FL,32953,28.3603737,-80.7013161,4.5,9,1,"Food, Bakeries, Desserts, Cupcakes, Cafes, Restaurants",10:0-15:30,10:0-15:30,10:0-15:30,10:0-15:30,,1,,,True,True,1,,,True,,True,1,,,False,True,'none',False,True,True,'casual',,u'free',,False,,,,,,,,,,False,True,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
l5V0CiKF1HhGAymk_lOD2Q,Sugah's Cookies and Cakes,,Damascus,OR,97089,45.4176209,-122.4589783,5.0,16,1,"Pets, Pet Services, Food, Bakeries, Pet Stores",,,,,,0,,,True,,,,,False,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
l_om2tuhhhzVjgFKjdt-TQ,St. Honore Boulangerie,"315 1st St, Ste 103",Lake Oswego,OR,97034,45.4181421933,-122.6643242472,4.0,255,1,"Restaurants, Breakfast & Brunch, Bakeries, Food, French",6:30-19:0,6:30-19:0,7:0-14:0,6:30-19:0,6:30-19:0,1,0:0-0:0,7:0-17:0,True,True,2,,u'average',True,False,True,1,,,True,True,u'none',False,True,False,u'casual',,u'no',False,,,False,'yes_free',,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,True,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
8sSkxreGUmZLQe9-2OlRuQ,Thomas Bakery,4051 Covington Hwy,Decatur,GA,30032,33.7548616,-84.2365581,4.0,18,1,"Bakeries, Food",7:0-20:0,7:0-20:0,7:0-20:0,7:0-21:0,7:0-21:0,1,7:0-20:0,8:0-15:0,False,True,1,,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
teZCxdqC7db5_J6k1txG2A,7ate9 Bakery,199C Highland Ave,Somerville,MA,02143,42.3897812881,-71.1067319448,4.5,86,1,"Food, Desserts, Caterers, Bakeries, Event Planning & Services, Wedding Planning, Food Delivery Services, Specialty Food, Restaurants, Cafes, Bagels",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-17:0,1,8:0-17:0,9:0-16:0,True,True,2,,,True,True,True,1,False,True,,,u'none',,,False,,,u'free',,False,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
y1ESPTWBtyRNGIkhezVN2A,Sun Guang Bakery,423 Main St,Malden,MA,02148,42.4266368,-71.0668911,3.5,17,0,"Food, Bakeries",,,,,,0,,,,False,1,,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
REPgYC5HtV6V9HkJx6FDlA,Lucky's Market,3230 E Colonial Dr,Orlando,FL,32803,28.5515878,-81.3411447,4.0,34,0,"Health Markets, Delis, Restaurants, Specialty Food, Bakeries, Food, Grocery",7:0-21:0,9:0-21:0,7:0-16:0,7:0-22:0,7:0-22:0,1,0:0-0:0,7:0-22:0,True,True,,False,,True,True,,1,,True,,,,,,,,,,,False,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
jnOe87iD78lcR1a99ZYMag,Bella Italian Pastry And Bakery,"1640 E Hwy 50, Ste B",Clermont,FL,34711,28.5473723,-81.7259859,2.5,8,0,"Bakeries, Food, Restaurants, Italian",7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,1,,8:0-17:0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
A2O1bRd47LUGGjCtWKt0Eg,RicoPan Bakery & Cafe,2471 E Semoran Blvd,Apopka,FL,32703,28.6740095998,-81.4649758057,3.5,15,1,"Restaurants, Bakeries, Colombian, Latin American, Breakfast & Brunch, Food",7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,1,7:0-20:0,7:0-20:0,,,,,,,,,1,,,,,,,,True,,,,,,,,,,,,,,,False,False,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
lFSMs9W9pIj9wdDAfPh48w,Butter Lane Bake Shop & Tea House,"151,128-123 Carrie Cates Court",North Vancouver,BC,V7M 0E3,49.3096074335,-123.0836708091,3.5,7,1,"Restaurants, Patisserie/Cake Shop, Tea Rooms, Bakeries, Food, Breakfast & Brunch",10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,1,10:0-17:0,10:0-17:0,False,,,,,True,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
L8v7yBxRu8pSrJNYb3xGSA,Carberry's Bakery & Coffee House,74 Prospect St,Cambridge,MA,02139,42.3668373,-71.1025025,3.0,100,0,"Caterers, Restaurants, Bakeries, Event Planning & Services, Coffee & Tea, Food",6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,7:0-20:0,1,6:0-20:0,7:0-19:0,,True,2,,,,,,1,,,True,,,,,,,,'paid',,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
oiO6V4iFTrT7jcxsH9INGQ,A & J King Artisan Bakers,48 Central St,Salem,MA,01970,42.5200839583,-70.8930083605,4.5,278,1,"Bakeries, Food",7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-16:0,1,7:0-18:0,7:0-16:0,False,True,2,False,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
5X33h0pMY2iEY8oAJjH7ng,Diana's Avalon Park,"12001 Avalon Lake Dr, Ste G",Orlando,FL,32828,28.5103816,-81.1559713,3.5,30,0,"Sandwiches, American (New), Bakeries, Cafes, Restaurants, Breakfast & Brunch, Food",7:0-15:0,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,1,,17:0-21:30,False,True,2,,u'average',True,True,True,1,,,True,True,'none',False,True,True,'casual',,u'free',,,True,,,,,,,,,False,False,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,1,False,False,False,False,True,False,0,,,,,,,,0,,,,,,,
Kpow48ThElZTz1jhZzGZSA,The Boss Bakery & Restaurant,532 Main Street,Vancouver,BC,V6A 2T9,49.279825,-123.0993261,3.5,51,1,"Chinese, Restaurants, Bakeries, Coffee & Tea, Food",7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,1,7:0-19:0,7:0-19:0,False,,1,,u'average',True,True,True,1,,,False,True,u'none',False,True,True,u'casual',,u'free',,,,,,,,,,,,False,True,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,True,False,True,0,,,,,,,,0,,,,,,,
pE0Rt_JyOR9NpmoyJ8t4TQ,J'adore les Macarons,,Vancouver,BC,,49.2827291,-123.1207375,5.0,24,1,"Education, Shopping, Arts & Crafts, Macarons, Food, Desserts, Event Planning & Services, Specialty Food, Bakeries, Flowers & Gifts, Cooking Schools, Cards & Stationery, Specialty Schools",,,,,12:0-16:0,1,,12:0-16:0,True,,2,,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
SUa5p4ruPkO-juYUNiVitQ,Safeway,11919 N Jantzen Dr,Portland,OR,97217,45.6101414685,-122.6788860695,1.5,27,0,"Beer, Wine & Spirits, Restaurants, Bakeries, Food, Shopping, Grocery, Drugstores",6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,1,6:0-0:0,6:0-0:0,,True,2,,,True,True,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
Dhz8V7RupFe1J0UvN7Stmw,DUO58 Community Coffee Bar & Cafe,2842 S Alafaya Trl,Alafaya,FL,32828,28.5116955,-81.1848694,4.5,28,1,"Bakeries, Breakfast & Brunch, Coffee & Tea, Food, Restaurants, Cafes",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-15:0,1,0:0-0:0,,True,True,,False,u'average',True,True,True,1,,True,True,,u'none',,,False,,,u'free',,,False,False,,,,,False,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,True,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
CJ3GYt8dxyx99mwq-4TyXA,Tim Hortons,1135 Dublin Rd,Columbus,OH,43215,39.9735,-83.0488,2.0,43,0,"Coffee & Tea, Restaurants, Fast Food, Breakfast & Brunch, Food, Donuts, Bakeries, Sandwiches",5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,1,5:0-21:0,5:0-21:0,True,True,1,,u'loud',True,,False,1,,,False,True,u'none',False,True,True,u'casual',,u'free',,,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,1,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,
_H0vCz4Yb-FyVoc4x6mZkA,JuJu's Bakery & Cafe,"Safeway Shopping Center, 1619 Coalton Rd",Superior,CO,80027,39.9550170835,-105.1686859131,3.5,26,0,"Restaurants, Breakfast & Brunch, Bakeries, Gluten-Free, Food",7:30-15:0,7:30-15:0,7:30-15:0,7:30-15:0,7:30-15:0,1,7:30-15:0,7:30-15:0,False,True,2,,u'average',True,True,,1,,,True,True,u'none',True,True,False,u'casual',,u'free',,,,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
Vtmuv3UZsUDr7q1JIngzLg,Livia Bakery,1399 Commercial Drive,Vancouver,BC,V5L 3X5,49.2722878,-123.0697787,4.0,33,1,"Food, Bakeries, Italian, Restaurants, Breakfast & Brunch",7:0-19:0,7:0-19:0,7:0-22:0,7:0-22:0,7:0-22:0,1,,7:0-19:0,False,,2,False,u'average',True,False,True,1,,True,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
kpUe1tQNQKshieDQH4Lk9g,Kohi Coffee Company,130 Guest St,Brighton,MA,02135,42.3567452,-71.1427707,4.0,75,1,"Coffee & Tea, Restaurants, Food, Bakeries, Coffee Roasteries, Breakfast & Brunch",8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-16:0,1,8:0-15:0,8:0-16:0,True,True,2,,u'quiet',True,False,True,1,,True,False,False,'none',False,True,True,'casual',,u'free',,,False,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,False,False,0,,,,,,,,0,,,,,,,
iXtRDdqrsA0u4E2NiRrnaA,My French Cafe,"7782 Winter Garden Vineland Rd, Ste 100",Windermere,FL,34786,28.448188,-81.561879,4.0,392,1,"Bakeries, Food, Restaurants, French, Breakfast & Brunch",7:0-20:0,7:0-20:0,7:0-15:0,7:0-20:0,7:0-20:0,1,7:0-20:0,7:0-20:0,True,True,2,False,u'average',True,True,True,1,,True,True,True,u'beer_and_wine',False,True,False,u'casual',,u'free',False,False,False,,,,,,,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
ae6Cg6jCEAYj7F3xuB8wHw,Lady Quackenbush's Cakery,"1900 Simond Ave, Ste 300",Austin,TX,78723,30.297106,-97.704357,4.0,40,1,"Desserts, Custom Cakes, Bakeries, Food",,7:0-20:0,7:0-18:0,7:0-20:0,8:0-20:0,1,0:0-0:0,8:0-20:0,False,True,,False,,True,True,True,1,,True,,,,,True,,,,,,False,,,,,,,,,,False,True,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
u9QKR3fYNGQcBiMo8sUb9Q,Bakeshop,5351 NE Sandy Blvd,Portland,OR,97213,45.540971,-122.6081363,4.5,89,1,"Food, Bakeries",,,,,9:0-13:0,1,,9:0-13:0,True,True,1,,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
KK1Nv0ymbn7L0fZkBQYTWQ,Buttermilk Bakery,1198 Orange Ave,Winter Park,FL,32789,28.5883030679,-81.3616660258,4.5,343,1,"Shopping, Food, Desserts, Bakeries, Restaurants, Cafes, Breakfast & Brunch, Coffee & Tea, Specialty Food, Pop-up Shops",,8:0-14:0,8:0-14:0,8:0-14:0,9:0-14:0,1,,9:0-14:0,None,True,1,True,u'average',None,True,True,1,False,True,None,True,'none',False,True,True,'casual',,'no',False,,False,,,,,,,,,False,True,False,True,False,1,1,False,False,False,False,False,False,False,True,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
PhoVhWQU20TfYw2FdKdKEA,Cami Cakes,"2221 Peachtree Rd NE, Ste B",Atlanta,GA,30309,33.815014,-84.391343,4.0,462,0,"Bakeries, Food",10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,1,10:30-20:30,12:0-18:0,True,True,2,False,u'quiet',True,True,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
0cwzvAZOJvJd80MscLIZ8Q,Garden of Eden,571 Tremont St,Boston,MA,02118,42.3436774,-71.0726159,2.5,55,0,"Breakfast & Brunch, Restaurants, Specialty Food, American (Traditional), Food, Bakeries",,,,,,0,,,True,True,2,,,True,,,1,,,True,True,'beer_and_wine',False,True,,'casual',,,,,,True,'yes_corkage',,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
BACOUDAGv3bIIP-ix9sM6Q,Tulip Pastry Shop,8322 N Lombard St,Portland,OR,97203,45.589268,-122.752625,4.5,81,0,"Restaurants, Custom Cakes, Food, Cafes, Donuts, Bakeries",,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,1,,8:0-14:0,False,True,1,,u'quiet',True,,True,1,,,False,False,u'none',False,True,False,'casual',,,False,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
OZTZgCcxO7fcFkZ3LYDroA,D'amici's Bakery,500 Eastern Ave,Lynn,MA,01902,42.4809498,-70.9361503,3.0,99,0,"Restaurants, Sandwiches, Food, Bakeries",,,,,,0,,,False,True,2,,u'average',True,True,False,1,,,False,False,u'none',False,True,True,u'casual',,u'no',,,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,True,False,False,False,False,False,0,,,,,,,,0,,,,,,,
PvF8BhNM-JmWZhgsh5WD9w,Corner Cafe,3070 Piedmont Rd NE,Atlanta,GA,30305,33.839186,-84.3696071,3.5,213,1,"Breakfast & Brunch, Bakeries, Food, Restaurants, American (New)",6:30-15:30,6:30-15:30,6:30-15:30,6:30-15:30,8:0-15:30,1,6:30-15:30,8:0-15:30,True,True,2,False,u'average',True,True,False,1,,True,True,True,'beer_and_wine',True,True,True,u'casual',,'free',False,,True,True,,,,,False,,,False,False,False,True,False,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
MnmGzzkH60fCwBt7iMYAYw,Franz Bakery outlet store,6701 NE Highway 99,Vancouver,WA,98665,45.6708241,-122.6630913,4.0,5,1,"Food, Bakeries, Restaurants",,,,,,0,,,False,True,1,,,False,,False,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
1QSbW2isOzBh8VkO0u6z1w,King's Bakery,135-4200 No 3 Road,Richmond,BC,V6X 4E8,49.183207,-123.1365723,5.0,5,0,"Food, Bakeries",,,,,,0,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
wILvv0UxTVSUVJkJmsnUNw,Maxim's Bakery,6387 Fraser Street,Vancouver,BC,V5W 3A3,49.2267353,-123.0910379,3.5,16,1,"Bakeries, Food",8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,1,8:0-19:0,8:0-19:0,False,,1,,,True,True,True,1,,,,,u'none',,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
mtWaUAXay557IAc5as_HFA,Amante Bakery,"590 Robson St, Ste 200",Vancouver,BC,V6B 2B7,49.2805271,-123.1187971,4.5,6,1,"Food, Bakeries",,,,,,0,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
bvIDTwtJ4RcZagx5pk_2oA,Breaking Bean,551 Cardero Street,Vancouver,BC,V6G 3L3,49.2913518811,-123.1296909311,4.0,29,1,"Food, Coffee & Tea, Bakeries",7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,1,7:0-18:0,7:0-18:0,,,2,True,,True,,True,1,,,True,,,,,,,,'free',,,,,,,,,,,,,True,False,,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
MrPPzzmmVQUF6Y6NKMwJTA,Marui Bakery,3340 Kingsway,Vancouver,BC,V5R 5L1,49.2331602,-123.0345164,4.0,37,1,"Bakeries, Food",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,1,11:0-21:0,11:0-21:0,False,True,1,,,True,,True,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
xwvGKTtcietH1d7pZnivTQ,Piantedosi Baking Company,240 Commercial St,Malden,MA,02148,42.419518,-71.075268,3.5,11,1,"Food, Bakeries",7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,1,7:0-16:0,,False,False,1,False,,False,False,False,1,,True,,,,,,,,,,,False,,,,,,,,,,False,False,False,True,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
ycWb1OQQWyH7m02ukI1qiw,Tim Hortons,865 W Broadway,Vancouver,BC,V5Z 1J9,49.2635355,-123.1233966,2.0,13,0,"Fast Food, Bakeries, Food, Coffee & Tea, Restaurants, Breakfast & Brunch",,,,,,0,,,,,1,,,,,True,1,,,False,,,,,,,,'free',,,,,,,,,,,,False,True,False,False,False,1,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,
PLUNp50q6q1-tjtuzUJOEQ,12th Street Bakery,1208 Chicon St,Austin,TX,78702,30.2744366,-97.7200505,4.5,19,0,"American (Traditional), Food, Restaurants, Bakeries, Food Trucks",,,,7:30-13:0,9:0-14:0,1,,,False,True,1,,,,True,True,1,,,,,,,,,,,,,False,,,,,,,,,,False,True,False,True,False,1,0,,,,,,,,,,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
umSO7veSVjf8QflZOonmlA,Zinneken's Belgian Waffles - Harvard Square,1154 Massachusetts Ave,Cambridge,MA,02138,42.3712149,-71.1145609,4.0,509,1,"American (New), Food, Restaurants, Belgian, Waffles, Bakeries, Coffee & Tea, Creperies, Food Trucks",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,10:0-22:0,1,11:0-22:0,10:0-16:0,True,True,1,,u'average',True,True,True,1,False,True,None,False,u'none',False,True,False,u'casual',,u'free',,False,,,,,,,,,,False,True,False,False,False,1,1,False,False,False,False,False,False,False,True,True,0,,,,,,,,1,True,False,False,False,False,False,0,,,,,,,,0,,,,,,,
my63_ixVwWo-eXuDRfJVAw,Sabroso Bakery and Coffee,9350 US Hwy 192,Clermont,FL,34714,28.346381,-81.661422,4.0,88,1,"Food, Colombian, Latin American, Bakeries, Venezuelan, Coffee & Tea, Sandwiches, Caribbean, Restaurants",7:30-20:0,7:30-20:0,7:30-20:0,7:30-22:0,7:30-22:0,1,7:30-20:0,7:30-22:0,True,True,1,,u'average',True,True,True,1,,False,None,True,'none',False,True,True,'casual',,u'free',False,,True,,,,,,,,,False,False,False,False,True,1,1,False,False,False,False,False,False,False,False,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
hYWsMDz0ms7TOnFTcsxYcw,"Manolis Ice Cream, Pastries, & Cakes",603 W Live Oak St,Austin,TX,78704,30.2443802,-97.7580945,5.0,386,1,"Desserts, Ice Cream & Frozen Yogurt, Food, Bakeries, Food Trucks",,,,14:0-23:0,14:0-23:0,1,,14:0-23:0,False,True,1,True,u'average',True,False,True,1,False,True,,,u'none',,True,,,False,u'no',False,False,,,,,,,,,,False,True,False,True,False,1,0,,,,,,,,,,0,,,,,,,,1,False,False,False,False,False,False,0,,,,,,,,0,,,,,,,
lmqNHL01VGjOPMnO_HJ9RQ,Joy Cafe,"1100 Peachtree St NE, Ste 110",Atlanta,GA,30309,33.784802,-84.383542,4.0,960,1,"Southern, Coffee & Tea, Bakeries, Breakfast & Brunch, Food, Restaurants, Caterers, Cafes, Event Planning & Services, Sandwiches",17:30-21:0,17:30-21:0,17:30-21:0,17:30-21:0,17:30-21:0,1,,8:30-15:0,False,True,2,True,u'average',None,True,True,1,False,True,None,True,u'full_bar',False,True,False,u'casual',,u'free',False,False,True,,,,,,,,,True,True,True,True,False,1,1,False,False,False,False,False,False,False,True,True,0,,,,,,,,1,False,False,True,False,True,True,0,,,,,,,,0,,,,,,,
